ais_event_id,vessel_id,mmsi,vessel_name,vessel_type,vessel_group,is_military,flag_country,timestamp_utc,latitude,longitude,speed_knots,course_deg,course_change_deg,ais_status,ais_gap_minutes,maritime_zone,zone_risk_level,sensitive_zone_name,sensitive_zone_distance_km,near_sensitive_zone,nearest_vessel_distance_nm,nearby_vessel_count,route_pattern,signal_quality,behavior_label,behavior_flags,simulation_seed
AIS-0042-01,VES-0042,460472118,MER-113,Pétrolier,civil,False,Norway,2026-05-12T21:53:26.423597+00:00,27.10248,56.1372,9.2,256.2,14.4,Actif,0,Détroit d'Ormuz,Critical,Détroit d'Ormuz,123.35,False,1.49,4,loitering,0.9,suspect,proximite autre navire,20260513
AIS-0051-03,VES-0051,511766476,ATL-807,Pétrolier,civil,False,Panama,2026-05-12T21:56:55.001721+00:00,33.46675,33.29889,18.05,74.5,36.4,Actif,0,Méditerranée orientale,High,Méditerranée orientale,159.63,False,2.33,1,variation de cap,0.732,suspect,vitesse atypique,20260513
AIS-0022-03,VES-0022,604518286,NORD-217,Navire civil,civil,False,Taiwan,2026-05-12T22:14:20.856303+00:00,42.18267,33.09025,9.53,134.0,20.7,Actif,0,Mer Noire,High,Mer Noire,270.83,False,27.95,0,transit regulier,0.735,normal,aucun,20260513
AIS-0077-03,VES-0077,511102537,NORD-281,Porte-conteneurs,civil,False,Singapore,2026-05-12T22:29:23.182979+00:00,24.12056,120.0876,13.76,10.0,25.2,Actif,0,Détroit de Taïwan,Critical,Détroit de Taïwan,112.63,False,15.37,0,approche portuaire,0.99,normal,aucun,20260513
AIS-0055-02,VES-0055,555869539,ATL-491,Navire civil,civil,False,China,2026-05-12T22:29:31.716021+00:00,26.0449,56.93358,11.5,349.9,1.8,Actif,0,Détroit d'Ormuz,Critical,Détroit d'Ormuz,93.42,False,24.85,2,transit regulier,0.814,normal,aucun,20260513
AIS-0026-05,VES-0026,514601478,NORD-425,Chalutier,civil,False,Panama,2026-05-12T22:34:16.496656+00:00,27.37157,56.28388,2.04,350.8,39.7,Actif,0,Détroit d'Ormuz,Critical,Détroit d'Ormuz,155.1,False,19.82,1,transit regulier,0.99,normal,aucun,20260513
AIS-0042-02,VES-0042,460472118,MER-113,Pétrolier,civil,False,Norway,2026-05-12T22:34:26.423597+00:00,27.08072,56.05076,6.42,322.0,19.0,Actif,0,Détroit d'Ormuz,Critical,Détroit d'Ormuz,120.28,False,2.54,3,rendez-vous probable,0.918,normal,aucun,20260513
AIS-0019-01,VES-0019,621262831,MN-716,Sous-marin,combat_strategique,True,France,2026-05-12T22:36:29.401784+00:00,43.21866,34.10226,17.91,95.1,20.1,Actif,0,Mer Noire,High,Mer Noire,161.0,False,1.68,4,variation de cap,0.86,suspect,proximite autre navire; vitesse atypique,20260513
AIS-0040-01,VES-0040,487317097,ATL-145,Porte-conteneurs,civil,False,Liberia,2026-05-12T22:36:40.112953+00:00,44.51305,33.35351,15.95,257.5,15.2,Actif,0,Mer Noire,High,Mer Noire,15.11,True,17.98,1,transit regulier,0.877,normal,aucun,20260513
AIS-0078-04,VES-0078,629803471,MN-261,Sous-marin,combat_strategique,True,Marshall Islands,2026-05-12T22:39:55.566127+00:00,26.77446,56.57871,12.03,239.8,12.3,Actif,0,Détroit d'Ormuz,Critical,Détroit d'Ormuz,103.63,False,5.56,0,transit regulier,0.704,normal,aucun,20260513
AIS-0047-04,VES-0047,710227377,MN-687,Corvette,combat,True,France,2026-05-12T22:44:16.289305+00:00,20.30463,39.26741,30.96,52.1,11.5,Actif,0,Mer Rouge,High,Mer Rouge,169.64,False,3.19,1,variation de cap,0.716,suspect,vitesse atypique,20260513
AIS-0013-05,VES-0013,389066016,TRADE-123,Chalutier,civil,False,Greece,2026-05-12T22:54:30.549376+00:00,24.43071,119.68504,8.4,253.1,3.8,Actif,0,Détroit de Taïwan,Critical,Détroit de Taïwan,136.31,False,1.62,4,variation de cap,0.878,suspect,proximite autre navire,20260513
AIS-0019-02,VES-0019,621262831,MN-716,Sous-marin,combat_strategique,True,France,2026-05-12T22:58:29.401784+00:00,43.25232,34.27912,20.93,107.4,146.8,Actif,0,Mer Noire,High,Mer Noire,162.32,False,1.87,3,rendez-vous probable,0.867,suspect,proximite autre navire; variation cap forte; vitesse atypique,20260513
AIS-0055-03,VES-0055,555869539,ATL-491,Navire civil,civil,False,China,2026-05-12T23:00:31.716021+00:00,26.19011,56.80544,13.78,321.0,8.4,Actif,0,Détroit d'Ormuz,Critical,Détroit d'Ormuz,83.16,False,12.57,0,transit regulier,0.952,normal,aucun,20260513
AIS-0078-05,VES-0078,629803471,MN-261,Sous-marin,combat_strategique,True,Marshall Islands,2026-05-12T23:06:55.566127+00:00,26.7489,56.43975,7.14,247.4,20.7,Actif,0,Détroit d'Ormuz,Critical,Détroit d'Ormuz,94.09,False,11.0,0,transit regulier,0.9,normal,aucun,20260513
AIS-0037-05,VES-0037,526949390,MN-816,Croiseur,combat_strategique,True,France,2026-05-12T23:11:01.934380+00:00,24.95637,120.44412,1.63,7.7,16.6,Interrompu,90,Détroit de Taïwan,Critical,Détroit de Taïwan,62.93,False,3.73,3,coupure AIS,0.65,suspect,coupure AIS,20260513
AIS-0067-03,VES-0067,582536372,MER-206,Chalutier,civil,False,Singapore,2026-05-12T23:11:32.341912+00:00,24.3725,120.06876,5.11,107.6,0.8,Actif,0,Détroit de Taïwan,Critical,Détroit de Taïwan,100.99,False,8.97,1,transit regulier,0.99,normal,aucun,20260513
AIS-0047-05,VES-0047,710227377,MN-687,Corvette,combat,True,France,2026-05-12T23:12:16.289305+00:00,20.40707,39.26672,32.05,55.9,126.1,Actif,0,Mer Rouge,High,Mer Rouge,180.87,False,2.75,5,loitering,0.99,suspect,variation cap forte; vitesse atypique,20260513
AIS-0048-05,VES-0048,364099457,TRADE-725,Chalutier,civil,False,Turkey,2026-05-12T23:16:09.963993+00:00,24.47199,120.13488,5.88,136.1,16.1,Actif,0,Détroit de Taïwan,Critical,Détroit de Taïwan,91.08,False,9.94,0,patrouille declaree,0.99,normal,aucun,20260513
AIS-0077-05,VES-0077,511102537,NORD-281,Porte-conteneurs,civil,False,Singapore,2026-05-12T23:35:23.182979+00:00,24.25624,120.14609,13.68,33.9,23.4,Actif,0,Détroit de Taïwan,Critical,Détroit de Taïwan,99.51,False,14.86,1,transit regulier,0.99,normal,aucun,20260513
AIS-0022-04,VES-0022,604518286,NORD-217,Navire civil,civil,False,Taiwan,2026-05-12T23:36:20.856303+00:00,42.06893,33.38802,8.28,131.0,23.3,Actif,0,Mer Noire,High,Mer Noire,281.59,False,4.49,0,transit regulier,0.721,normal,aucun,20260513
AIS-0040-03,VES-0040,487317097,ATL-145,Porte-conteneurs,civil,False,Liberia,2026-05-12T23:36:40.112953+00:00,44.49687,33.08533,13.65,280.2,34.1,Actif,0,Mer Noire,High,Mer Noire,34.8,True,25.84,1,transit regulier,0.99,normal,aucun,20260513
AIS-0040-02,VES-0040,487317097,ATL-145,Porte-conteneurs,civil,False,Liberia,2026-05-12T23:46:40.112953+00:00,44.52763,33.23481,19.01,295.5,17.4,Actif,0,Mer Noire,High,Mer Noire,22.5,True,18.71,0,transit regulier,0.613,normal,aucun,20260513
AIS-0051-05,VES-0051,511766476,ATL-807,Pétrolier,civil,False,Panama,2026-05-12T23:56:55.001721+00:00,33.57833,33.65041,13.96,71.0,2.1,Actif,0,Méditerranée orientale,High,Méditerranée orientale,152.68,False,2.92,4,variation de cap,0.769,normal,aucun,20260513
AIS-0043-01,VES-0043,559914990,NORD-431,Chalutier,civil,False,Taiwan,2026-05-13T00:07:24.512359+00:00,33.35704,32.53845,0.93,119.8,76.0,Actif,0,Méditerranée orientale,High,Méditerranée orientale,182.05,False,0.89,5,rendez-vous probable,0.811,suspect,proximite autre navire; variation cap forte,20260513
AIS-0042-03,VES-0042,460472118,MER-113,Pétrolier,civil,False,Norway,2026-05-13T00:09:26.423597+00:00,27.11306,55.94095,6.87,316.6,112.6,Interrompu,120,Détroit d'Ormuz,Critical,Détroit d'Ormuz,123.91,False,0.93,1,coupure AIS,0.643,suspect,coupure AIS; proximite autre navire; variation cap forte,20260513
AIS-0002-05,VES-0002,668796756,MN-923,Croiseur,combat_strategique,True,France,2026-05-13T00:11:57.818511+00:00,26.85025,56.64745,25.35,108.9,19.8,Actif,0,Détroit d'Ormuz,Critical,Détroit d'Ormuz,114.43,False,24.13,0,approche portuaire,0.865,normal,aucun,20260513
AIS-0067-04,VES-0067,582536372,MER-206,Chalutier,civil,False,Singapore,2026-05-13T00:24:32.341912+00:00,24.4388,120.23679,4.02,80.2,23.3,Actif,0,Détroit de Taïwan,Critical,Détroit de Taïwan,82.46,False,3.51,1,approche portuaire,0.545,normal,aucun,20260513
AIS-0042-04,VES-0042,460472118,MER-113,Pétrolier,civil,False,Norway,2026-05-13T00:29:26.423597+00:00,27.14903,56.02481,12.44,288.1,20.6,Interrompu,120,Détroit d'Ormuz,Critical,Détroit d'Ormuz,127.79,False,2.53,5,coupure AIS,0.654,suspect,coupure AIS,20260513
AIS-0067-05,VES-0067,582536372,MER-206,Chalutier,civil,False,Singapore,2026-05-13T00:31:32.341912+00:00,24.36566,120.02941,6.69,58.2,30.9,Actif,0,Détroit de Taïwan,Critical,Détroit de Taïwan,104.98,False,4.2,1,patrouille declaree,0.957,normal,aucun,20260513
AIS-0019-03,VES-0019,621262831,MN-716,Sous-marin,combat_strategique,True,France,2026-05-13T00:38:29.401784+00:00,43.25888,34.26588,5.7,81.9,25.3,Actif,0,Mer Noire,High,Mer Noire,161.24,False,2.97,2,loitering,0.99,normal,aucun,20260513
AIS-0056-01,VES-0056,544352491,MN-712,Bâtiment de débarquement,soutien_ou_amphibie,True,Greece,2026-05-13T00:39:50.247412+00:00,42.77783,36.1576,16.74,328.3,10.8,Actif,0,Mer Noire,High,Mer Noire,294.44,False,22.77,1,patrouille declaree,0.92,normal,aucun,20260513
AIS-0036-01,VES-0036,725904269,NORD-928,Cargo,civil,False,Taiwan,2026-05-13T00:43:33.828013+00:00,24.32028,120.47607,8.98,52.1,5.8,Actif,0,Détroit de Taïwan,Critical,Détroit de Taïwan,67.77,False,10.31,1,transit regulier,0.86,normal,aucun,20260513
AIS-0056-02,VES-0056,544352491,MN-712,Bâtiment de débarquement,soutien_ou_amphibie,True,Greece,2026-05-13T01:00:50.247412+00:00,42.86432,36.06861,12.72,318.7,1.1,Actif,0,Mer Noire,High,Mer Noire,282.53,False,12.89,0,approche portuaire,0.99,normal,aucun,20260513
AIS-0019-05,VES-0019,621262831,MN-716,Sous-marin,combat_strategique,True,France,2026-05-13T01:08:29.401784+00:00,43.29003,34.29447,10.95,88.3,121.8,Actif,0,Mer Noire,High,Mer Noire,158.94,False,3.06,2,rendez-vous probable,0.908,suspect,variation cap forte,20260513
AIS-0075-01,VES-0075,341671175,MN-590,Corvette,combat,True,France,2026-05-13T01:08:31.790178+00:00,20.01361,39.46885,20.2,165.4,33.5,Actif,0,Mer Rouge,High,Mer Rouge,143.63,False,14.48,0,transit regulier,0.89,normal,aucun,20260513
AIS-0010-01,VES-0010,620701583,OCEAN-796,Cargo,civil,False,India,2026-05-13T01:20:02.728332+00:00,26.21135,55.85207,8.16,105.5,9.6,Actif,0,Détroit d'Ormuz,Critical,Détroit d'Ormuz,27.76,True,25.96,2,patrouille declaree,0.721,normal,aucun,20260513
AIS-0043-02,VES-0043,559914990,NORD-431,Chalutier,civil,False,Taiwan,2026-05-13T01:21:24.512359+00:00,33.25646,32.7206,17.75,109.9,25.4,Actif,0,Méditerranée orientale,High,Méditerranée orientale,188.01,False,0.76,4,loitering,0.874,suspect,proximite autre navire; vitesse atypique,20260513
AIS-0055-04,VES-0055,555869539,ATL-491,Navire civil,civil,False,China,2026-05-13T01:24:31.716021+00:00,26.10819,56.9223,13.66,337.9,12.2,Actif,0,Détroit d'Ormuz,Critical,Détroit d'Ormuz,92.92,False,9.26,2,transit regulier,0.99,normal,aucun,20260513
AIS-0040-05,VES-0040,487317097,ATL-145,Porte-conteneurs,civil,False,Liberia,2026-05-13T01:24:40.112953+00:00,44.48557,32.99894,14.74,259.5,18.0,Actif,0,Mer Noire,High,Mer Noire,41.7,True,17.14,0,transit regulier,0.852,normal,aucun,20260513
AIS-0022-05,VES-0022,604518286,NORD-217,Navire civil,civil,False,Taiwan,2026-05-13T01:32:20.856303+00:00,42.06262,33.55992,14.29,100.1,3.7,Actif,0,Mer Noire,High,Mer Noire,282.19,False,23.55,1,approche portuaire,0.696,normal,aucun,20260513
AIS-0019-04,VES-0019,621262831,MN-716,Sous-marin,combat_strategique,True,France,2026-05-13T01:39:29.401784+00:00,43.3187,34.47886,0.23,74.0,115.3,Actif,0,Mer Noire,High,Mer Noire,162.59,False,3.22,1,rendez-vous probable,0.793,suspect,variation cap forte,20260513
AIS-0056-04,VES-0056,544352491,MN-712,Bâtiment de débarquement,soutien_ou_amphibie,True,Greece,2026-05-13T01:39:50.247412+00:00,42.89352,36.03074,16.15,326.0,3.3,Actif,0,Mer Noire,High,Mer Noire,278.06,False,14.9,0,approche portuaire,0.918,normal,aucun,20260513
AIS-0056-03,VES-0056,544352491,MN-712,Bâtiment de débarquement,soutien_ou_amphibie,True,Greece,2026-05-13T01:41:50.247412+00:00,42.88401,36.06887,17.38,349.3,1.0,Actif,0,Mer Noire,High,Mer Noire,281.03,False,4.11,0,transit regulier,0.99,normal,aucun,20260513
AIS-0075-02,VES-0075,341671175,MN-590,Corvette,combat,True,France,2026-05-13T01:47:31.790178+00:00,19.92871,39.51763,11.04,146.2,10.3,Actif,0,Mer Rouge,High,Mer Rouge,136.75,False,14.02,2,approche portuaire,0.766,normal,aucun,20260513
AIS-0056-05,VES-0056,544352491,MN-712,Bâtiment de débarquement,soutien_ou_amphibie,True,Greece,2026-05-13T02:03:50.247412+00:00,42.86516,36.03592,16.49,9.2,15.2,Actif,0,Mer Noire,High,Mer Noire,280.56,False,16.84,2,patrouille declaree,0.99,normal,aucun,20260513
AIS-0021-01,VES-0021,593777293,OCEAN-224,Porte-conteneurs,civil,False,China,2026-05-13T02:05:50.269918+00:00,20.58458,38.66396,12.54,349.9,4.5,Actif,0,Mer Rouge,High,Mer Rouge,201.53,False,10.49,1,transit regulier,0.965,normal,aucun,20260513
AIS-0075-04,VES-0075,341671175,MN-590,Corvette,combat,True,France,2026-05-13T02:11:31.790178+00:00,19.79194,39.64123,21.55,147.7,21.5,Actif,0,Mer Rouge,High,Mer Rouge,129.21,False,21.24,0,transit regulier,0.725,normal,aucun,20260513
AIS-0036-02,VES-0036,725904269,NORD-928,Cargo,civil,False,Taiwan,2026-05-13T02:11:33.828013+00:00,24.39836,120.58349,11.37,68.4,8.3,Actif,0,Détroit de Taïwan,Critical,Détroit de Taïwan,53.85,False,3.96,1,patrouille declaree,0.745,normal,aucun,20260513
AIS-0010-02,VES-0010,620701583,OCEAN-796,Cargo,civil,False,India,2026-05-13T02:12:02.728332+00:00,26.17855,55.88277,8.74,136.1,10.9,Actif,0,Détroit d'Ormuz,Critical,Détroit d'Ormuz,23.05,True,19.0,1,approche portuaire,0.85,normal,aucun,20260513
AIS-0069-01,VES-0069,539833389,ATL-295,Cargo,civil,False,France,2026-05-13T02:20:42.657228+00:00,33.99784,32.02275,11.23,260.9,13.3,Actif,0,Méditerranée orientale,High,Méditerranée orientale,147.36,False,16.47,1,transit regulier,0.765,normal,aucun,20260513
AIS-0059-01,VES-0059,636068708,NORD-351,Pétrolier,civil,False,Turkey,2026-05-13T02:24:50.856142+00:00,34.82696,33.03034,14.31,202.8,30.4,Actif,0,Méditerranée orientale,High,Méditerranée orientale,17.48,True,5.13,0,patrouille declaree,0.785,normal,aucun,20260513
AIS-0021-02,VES-0021,593777293,OCEAN-224,Porte-conteneurs,civil,False,China,2026-05-13T02:28:50.269918+00:00,20.67754,38.72313,16.32,355.5,13.3,Actif,0,Mer Rouge,High,Mer Rouge,210.77,False,6.51,1,transit regulier,0.926,normal,aucun,20260513
AIS-0042-05,VES-0042,460472118,MER-113,Pétrolier,civil,False,Norway,2026-05-13T02:37:26.423597+00:00,27.22152,55.79758,14.75,325.2,146.9,Interrompu,30,Détroit d'Ormuz,Critical,Détroit d'Ormuz,137.31,False,0.45,5,route sombre,0.819,suspect,coupure AIS; proximite autre navire; variation cap forte,20260513
AIS-0043-05,VES-0043,559914990,NORD-431,Chalutier,civil,False,Taiwan,2026-05-13T02:59:24.512359+00:00,33.18846,33.12708,0.29,49.5,79.1,Actif,0,Méditerranée orientale,High,Méditerranée orientale,190.43,False,0.85,4,rendez-vous probable,0.667,suspect,proximite autre navire; variation cap forte,20260513
AIS-0040-04,VES-0040,487317097,ATL-145,Porte-conteneurs,civil,False,Liberia,2026-05-13T03:03:40.112953+00:00,44.50093,33.11394,17.55,232.1,13.5,Actif,0,Mer Noire,High,Mer Noire,32.51,True,19.4,2,approche portuaire,0.682,normal,aucun,20260513
AIS-0059-02,VES-0059,636068708,NORD-351,Pétrolier,civil,False,Turkey,2026-05-13T03:04:50.856142+00:00,34.76258,32.95689,6.54,232.2,19.1,Actif,0,Méditerranée orientale,High,Méditerranée orientale,26.94,True,24.53,1,approche portuaire,0.721,normal,aucun,20260513
AIS-0043-03,VES-0043,559914990,NORD-431,Chalutier,civil,False,Taiwan,2026-05-13T03:09:24.512359+00:00,33.29176,32.88434,1.89,120.5,9.3,Actif,0,Méditerranée orientale,High,Méditerranée orientale,181.17,False,1.73,1,variation de cap,0.797,suspect,proximite autre navire,20260513
AIS-0043-04,VES-0043,559914990,NORD-431,Chalutier,civil,False,Taiwan,2026-05-13T03:10:24.512359+00:00,33.29732,32.72995,4.67,167.6,146.6,Actif,0,Méditerranée orientale,High,Méditerranée orientale,183.39,False,0.61,4,rendez-vous probable,0.866,suspect,proximite autre navire; variation cap forte,20260513
AIS-0055-05,VES-0055,555869539,ATL-491,Navire civil,civil,False,China,2026-05-13T03:26:31.716021+00:00,26.12517,56.86529,7.7,309.8,28.8,Actif,0,Détroit d'Ormuz,Critical,Détroit d'Ormuz,87.55,False,25.97,2,transit regulier,0.878,normal,aucun,20260513
AIS-0075-03,VES-0075,341671175,MN-590,Corvette,combat,True,France,2026-05-13T03:26:31.790178+00:00,19.91275,39.5833,23.69,126.7,3.8,Actif,0,Mer Rouge,High,Mer Rouge,138.04,False,11.48,0,transit regulier,0.99,normal,aucun,20260513
AIS-0069-03,VES-0069,539833389,ATL-295,Cargo,civil,False,France,2026-05-13T03:36:42.657228+00:00,33.96153,31.92132,9.76,304.9,12.7,Actif,0,Méditerranée orientale,High,Méditerranée orientale,156.98,False,9.58,0,patrouille declaree,0.868,normal,aucun,20260513
AIS-0059-04,VES-0059,636068708,NORD-351,Pétrolier,civil,False,Turkey,2026-05-13T03:36:50.856142+00:00,34.71612,32.9271,8.01,210.2,6.4,Actif,0,Méditerranée orientale,High,Méditerranée orientale,32.23,True,6.27,1,transit regulier,0.99,normal,aucun,20260513
AIS-0036-04,VES-0036,725904269,NORD-928,Cargo,civil,False,Taiwan,2026-05-13T03:37:33.828013+00:00,24.39894,120.70804,12.88,80.8,18.7,Actif,0,Détroit de Taïwan,Critical,Détroit de Taïwan,44.64,True,16.5,0,transit regulier,0.88,normal,aucun,20260513
AIS-0036-03,VES-0036,725904269,NORD-928,Cargo,civil,False,Taiwan,2026-05-13T03:41:33.828013+00:00,24.38759,120.72654,12.38,87.0,13.3,Actif,0,Détroit de Taïwan,Critical,Détroit de Taïwan,44.4,True,20.12,1,transit regulier,0.929,normal,aucun,20260513
AIS-0041-01,VES-0041,334472357,OCEAN-852,Cargo,civil,False,Norway,2026-05-13T03:44:24.772159+00:00,34.65395,32.87545,11.87,162.6,25.3,Actif,0,Méditerranée orientale,High,Méditerranée orientale,40.34,True,2.68,3,variation de cap,0.821,suspect,proximite zone sensible,20260513
AIS-0069-02,VES-0069,539833389,ATL-295,Cargo,civil,False,France,2026-05-13T03:48:42.657228+00:00,33.96115,31.87728,16.78,271.3,8.6,Actif,0,Méditerranée orientale,High,Méditerranée orientale,160.05,False,18.51,0,patrouille declaree,0.659,normal,aucun,20260513
AIS-0075-05,VES-0075,341671175,MN-590,Corvette,combat,True,France,2026-05-13T03:52:31.790178+00:00,19.64628,39.84553,23.34,134.5,4.8,Actif,0,Mer Rouge,High,Mer Rouge,129.37,False,19.1,0,transit regulier,0.83,normal,aucun,20260513
AIS-0038-01,VES-0038,323260499,NORD-494,Pétrolier,civil,False,Singapore,2026-05-13T03:58:50.148762+00:00,35.73817,32.5736,14.81,230.2,12.9,Actif,0,Méditerranée orientale,High,Méditerranée orientale,109.16,False,15.07,1,transit regulier,0.949,normal,aucun,20260513
AIS-0066-01,VES-0066,365778842,OCEAN-685,Cargo,civil,False,Panama,2026-05-13T03:59:24.878896+00:00,44.61272,32.90469,17.6,345.2,19.5,Actif,0,Mer Noire,High,Mer Noire,47.15,True,17.87,1,transit regulier,0.925,normal,aucun,20260513
AIS-0060-01,VES-0060,730549426,TRADE-816,Porte-conteneurs,civil,False,Panama,2026-05-13T04:01:36.813618+00:00,19.34563,39.39845,15.3,298.9,22.7,Actif,0,Mer Rouge,High,Mer Rouge,73.72,False,26.42,0,approche portuaire,0.99,normal,aucun,20260513
AIS-0010-05,VES-0010,620701583,OCEAN-796,Cargo,civil,False,India,2026-05-13T04:04:02.728332+00:00,26.14368,56.12024,15.65,125.2,9.1,Actif,0,Détroit d'Ormuz,Critical,Détroit d'Ormuz,19.99,True,23.42,1,approche portuaire,0.668,normal,aucun,20260513
AIS-0074-01,VES-0074,696998321,MN-584,Croiseur,combat_strategique,True,Liberia,2026-05-13T04:15:05.235085+00:00,25.04294,120.79313,23.92,173.7,35.1,Actif,0,Détroit de Taïwan,Critical,Détroit de Taïwan,43.47,True,23.95,1,transit regulier,0.864,normal,aucun,20260513
AIS-0010-03,VES-0010,620701583,OCEAN-796,Cargo,civil,False,India,2026-05-13T04:16:02.728332+00:00,26.18549,55.97836,12.94,112.9,14.6,Actif,0,Détroit d'Ormuz,Critical,Détroit d'Ormuz,20.74,True,11.71,1,transit regulier,0.931,normal,aucun,20260513
AIS-0066-02,VES-0066,365778842,OCEAN-685,Cargo,civil,False,Panama,2026-05-13T04:19:24.878896+00:00,44.64219,32.85058,8.08,353.2,22.7,Actif,0,Mer Noire,High,Mer Noire,51.61,True,25.47,2,patrouille declaree,0.658,normal,aucun,20260513
AIS-0060-02,VES-0060,730549426,TRADE-816,Porte-conteneurs,civil,False,Panama,2026-05-13T04:25:36.813618+00:00,19.42068,39.31578,15.58,316.5,3.5,Actif,0,Mer Rouge,High,Mer Rouge,76.58,False,10.98,2,transit regulier,0.769,normal,aucun,20260513
AIS-0021-03,VES-0021,593777293,OCEAN-224,Porte-conteneurs,civil,False,China,2026-05-13T04:25:50.269918+00:00,20.74205,38.70145,10.36,17.8,16.5,Interrompu,30,Mer Rouge,High,Mer Rouge,218.19,False,25.31,1,coupure AIS,0.527,suspect,coupure AIS,20260513
AIS-0069-04,VES-0069,539833389,ATL-295,Cargo,civil,False,France,2026-05-13T04:38:42.657228+00:00,33.96213,31.73961,17.75,264.0,21.3,Actif,0,Méditerranée orientale,High,Méditerranée orientale,169.75,False,8.6,1,transit regulier,0.92,normal,aucun,20260513
AIS-0036-05,VES-0036,725904269,NORD-928,Cargo,civil,False,Taiwan,2026-05-13T04:43:33.828013+00:00,24.45225,120.83845,10.66,65.3,19.9,Actif,0,Détroit de Taïwan,Critical,Détroit de Taïwan,32.03,True,25.26,1,transit regulier,0.65,normal,aucun,20260513
AIS-0068-01,VES-0068,719331344,MN-513,Corvette,combat,True,France,2026-05-13T04:51:32.308377+00:00,18.66485,37.75246,21.83,281.7,20.5,Actif,0,Mer Rouge,High,Mer Rouge,132.23,False,13.4,1,patrouille declaree,0.857,normal,aucun,20260513
AIS-0038-03,VES-0038,323260499,NORD-494,Pétrolier,civil,False,Singapore,2026-05-13T04:52:50.148762+00:00,35.63944,32.46425,10.74,259.9,2.2,Actif,0,Méditerranée orientale,High,Méditerranée orientale,105.93,False,8.75,1,transit regulier,0.783,normal,aucun,20260513
AIS-0074-02,VES-0074,696998321,MN-584,Croiseur,combat_strategique,True,Liberia,2026-05-13T05:00:05.235085+00:00,24.92282,120.79495,15.96,170.2,19.2,Actif,0,Détroit de Taïwan,Critical,Détroit de Taïwan,32.28,True,16.33,0,transit regulier,0.854,normal,aucun,20260513
AIS-0059-03,VES-0059,636068708,NORD-351,Pétrolier,civil,False,Turkey,2026-05-13T05:00:50.856142+00:00,34.75507,32.99165,13.19,231.5,11.2,Actif,0,Méditerranée orientale,High,Méditerranée orientale,24.93,True,12.86,0,patrouille declaree,0.936,normal,aucun,20260513
AIS-0068-02,VES-0068,719331344,MN-513,Corvette,combat,True,France,2026-05-13T05:10:32.308377+00:00,18.68506,37.61851,22.99,243.2,1.7,Actif,0,Mer Rouge,High,Mer Rouge,146.03,False,26.61,0,approche portuaire,0.686,normal,aucun,20260513
AIS-0041-02,VES-0041,334472357,OCEAN-852,Cargo,civil,False,Norway,2026-05-13T05:14:24.772159+00:00,34.67795,32.94861,16.81,167.8,0.4,Actif,0,Méditerranée orientale,High,Méditerranée orientale,33.71,True,2.58,4,loitering,0.799,suspect,proximite zone sensible,20260513
AIS-0034-01,VES-0034,364355651,NORD-684,Navire civil,civil,False,Panama,2026-05-13T05:22:02.980501+00:00,25.86953,56.13025,13.71,67.2,9.5,Actif,0,Détroit d'Ormuz,Critical,Détroit d'Ormuz,19.5,True,13.72,0,patrouille declaree,0.788,normal,aucun,20260513
AIS-0041-03,VES-0041,334472357,OCEAN-852,Cargo,civil,False,Norway,2026-05-13T05:26:24.772159+00:00,34.58412,32.94526,1.0,136.9,14.6,Actif,0,Méditerranée orientale,High,Méditerranée orientale,42.14,True,1.78,4,variation de cap,0.697,suspect,proximite zone sensible; proximite autre navire; stationnement lent,20260513
AIS-0010-04,VES-0010,620701583,OCEAN-796,Cargo,civil,False,India,2026-05-13T05:29:02.728332+00:00,26.21468,55.96244,11.29,104.5,15.6,Actif,0,Détroit d'Ormuz,Critical,Détroit d'Ormuz,24.16,True,19.99,0,patrouille declaree,0.99,normal,aucun,20260513
AIS-0038-04,VES-0038,323260499,NORD-494,Pétrolier,civil,False,Singapore,2026-05-13T05:31:50.148762+00:00,35.65922,32.48829,7.34,257.2,9.4,Actif,0,Méditerranée orientale,High,Méditerranée orientale,106.3,False,15.17,2,transit regulier,0.897,normal,aucun,20260513
AIS-0054-01,VES-0054,666240177,MN-271,Croiseur,combat_strategique,True,France,2026-05-13T05:32:38.970870+00:00,42.3387,33.74497,24.03,29.1,13.9,Actif,0,Mer Noire,High,Mer Noire,252.22,False,11.68,2,patrouille declaree,0.805,normal,aucun,20260513
AIS-0038-02,VES-0038,323260499,NORD-494,Pétrolier,civil,False,Singapore,2026-05-13T05:32:50.148762+00:00,35.69008,32.48853,13.5,221.3,35.0,Actif,0,Méditerranée orientale,High,Méditerranée orientale,109.03,False,15.6,0,approche portuaire,0.907,normal,aucun,20260513
AIS-0066-03,VES-0066,365778842,OCEAN-685,Cargo,civil,False,Panama,2026-05-13T05:37:24.878896+00:00,44.81437,32.7871,17.44,350.9,14.0,Actif,0,Mer Noire,High,Mer Noire,61.17,False,17.25,0,transit regulier,0.688,normal,aucun,20260513
AIS-0021-04,VES-0021,593777293,OCEAN-224,Porte-conteneurs,civil,False,China,2026-05-13T05:50:50.269918+00:00,20.7329,38.7109,13.38,31.9,27.7,Interrompu,240,Mer Rouge,High,Mer Rouge,217.05,False,18.05,1,coupure AIS,0.519,suspect,coupure AIS,20260513
